setting,model_slug,model_name,lang,acc,sample_count,result_path,result_mtime_ns,display_model,model_rank
include_base_44,llama318b,meta-llama/Llama-3.1-8B,persian,0.4032846715328467,548,results_2026-05-23T00-23-19.955785.json,1779495799965380485,Llama-3.1-8B,3
include_base_44,llama318b,meta-llama/Llama-3.1-8B,polish,0.46715328467153283,548,results_2026-05-23T00-23-19.955785.json,1779495799965380485,Llama-3.1-8B,3
include_base_44,llama318b,meta-llama/Llama-3.1-8B,portuguese,0.5172413793103449,551,results_2026-05-23T00-23-19.955785.json,1779495799965380485,Llama-3.1-8B,3
include_base_44,llama318b,meta-llama/Llama-3.1-8B,russian,0.5108695652173914,552,results_2026-05-23T00-23-19.955785.json,1779495799965380485,Llama-3.1-8B,3
include_base_44,llama318b,meta-llama/Llama-3.1-8B,serbian,0.5581818181818182,550,results_2026-05-23T00-23-19.955785.json,1779495799965380485,Llama-3.1-8B,3
include_base_44,llama318b,meta-llama/Llama-3.1-8B,spanish,0.6163636363636363,550,results_2026-05-23T00-23-19.955785.json,1779495799965380485,Llama-3.1-8B,3
include_base_44,llama318b,meta-llama/Llama-3.1-8B,tagalog,0.676,500,results_2026-05-23T00-23-19.955785.json,1779495799965380485,Llama-3.1-8B,3
include_base_44,llama318b,meta-llama/Llama-3.1-8B,tamil,0.36363636363636365,550,results_2026-05-23T00-23-19.955785.json,1779495799965380485,Llama-3.1-8B,3
include_base_44,llama318b,meta-llama/Llama-3.1-8B,telugu,0.3193430656934307,548,results_2026-05-23T00-23-19.955785.json,1779495799965380485,Llama-3.1-8B,3
include_base_44,llama318b,meta-llama/Llama-3.1-8B,turkish,0.531021897810219,548,results_2026-05-23T00-23-19.955785.json,1779495799965380485,Llama-3.1-8B,3
include_base_44,llama318b,meta-llama/Llama-3.1-8B,ukrainian,0.5763636363636364,550,results_2026-05-23T00-23-19.955785.json,1779495799965380485,Llama-3.1-8B,3
include_base_44,llama318b,meta-llama/Llama-3.1-8B,urdu,0.3522727272727273,352,results_2026-05-23T00-23-19.955785.json,1779495799965380485,Llama-3.1-8B,3
include_base_44,llama318b,meta-llama/Llama-3.1-8B,uzbek,0.4500907441016334,551,results_2026-05-23T00-23-19.955785.json,1779495799965380485,Llama-3.1-8B,3
include_base_44,llama318b,meta-llama/Llama-3.1-8B,vietnamese,0.5272727272727272,550,results_2026-05-23T00-23-19.955785.json,1779495799965380485,Llama-3.1-8B,3
